Transaction ID,Date,Time,Item Name,Qty,Unit Price,Line Total,Payment Method,Server
TXN1101,02/09/2026,05:42 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1102,02/09/2026,07:44 PM,Lamb Biryani,1,18.99,18.99,Card,Rahul
TXN1102,02/09/2026,07:44 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1102,02/09/2026,07:44 PM,Butter Naan,2,3.99,7.98,Card,Priya
TXN1102,02/09/2026,07:44 PM,Masala Chai,1,3.49,3.49,UPI,Priya
TXN1103,02/09/2026,08:28 PM,Raita,1,3.99,3.99,Cash,Rahul
TXN1103,02/09/2026,08:28 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1104,02/09/2026,09:25 PM,Raita,1,3.99,3.99,Cash,Priya
TXN1104,02/09/2026,09:25 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1105,02/09/2026,09:02 PM,Dal Makhani,1,13.99,13.99,Cash,Priya
TXN1105,02/09/2026,09:02 PM,Butter Naan,2,3.99,7.98,Card,Priya
TXN1105,02/09/2026,09:02 PM,Raita,1,3.99,3.99,Card,Rahul
TXN1106,02/10/2026,02:17 PM,Dal Makhani,1,13.99,13.99,Card,Anita
TXN1106,02/10/2026,02:17 PM,Aloo Gobi,1,9.99,9.99,Cash,Priya
TXN1106,02/10/2026,02:17 PM,Palak Paneer,1,14.99,14.99,Card,Priya
TXN1106,02/10/2026,02:17 PM,Butter Naan,1,3.99,3.99,Card,Rahul
TXN1107,02/10/2026,01:09 PM,Fish Curry,1,17.99,17.99,Card,Rahul
TXN1107,02/10/2026,01:09 PM,Masala Chai,1,3.49,3.49,Cash,Rahul
TXN1107,02/10/2026,01:09 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1107,02/10/2026,01:09 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1108,02/10/2026,11:36 AM,Samosa,1,6.99,6.99,UPI,Anita
TXN1108,02/10/2026,11:36 AM,Butter Naan,2,3.99,7.98,Card,Priya
TXN1109,02/10/2026,01:20 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Priya
TXN1109,02/10/2026,01:20 PM,Butter Naan,2,3.99,7.98,Cash,Rahul
TXN1109,02/10/2026,01:20 PM,Mango Lassi,1,4.99,4.99,Card,Priya
TXN1110,02/10/2026,12:40 PM,Lamb Biryani,1,18.99,18.99,Cash,Rahul
TXN1110,02/10/2026,12:40 PM,Samosa,1,6.99,6.99,Card,Rahul
TXN1110,02/10/2026,12:40 PM,Garlic Naan,1,4.49,4.49,UPI,Dev
TXN1110,02/10/2026,12:40 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1111,02/10/2026,02:14 PM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1111,02/10/2026,02:14 PM,Raita,1,3.99,3.99,Card,Priya
TXN1111,02/10/2026,02:14 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1111,02/10/2026,02:14 PM,Butter Naan,2,3.99,7.98,Card,Dev
TXN1112,02/10/2026,07:12 PM,Palak Paneer,1,14.99,14.99,Card,Priya
TXN1112,02/10/2026,07:12 PM,Garlic Naan,1,4.49,4.49,Cash,Rahul
TXN1112,02/10/2026,07:12 PM,Kheer,1,5.49,5.49,Card,Priya
TXN1113,02/10/2026,05:50 PM,Garlic Naan,1,4.49,4.49,Cash,Priya
TXN1113,02/10/2026,05:50 PM,Palak Paneer,1,14.99,14.99,Card,Priya
TXN1114,02/10/2026,07:42 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1114,02/10/2026,07:42 PM,Butter Naan,2,3.99,7.98,Card,Rahul
TXN1115,02/10/2026,07:07 PM,Lamb Biryani,1,18.99,18.99,Card,Dev
TXN1115,02/10/2026,07:07 PM,Garlic Naan,2,4.49,8.98,Card,Anita
TXN1115,02/10/2026,07:07 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Dev
TXN1115,02/10/2026,07:07 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1116,02/10/2026,08:06 PM,Raita,1,3.99,3.99,Card,Rahul
TXN1116,02/10/2026,08:06 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Dev
TXN1117,02/10/2026,07:36 PM,Samosa,1,6.99,6.99,Cash,Anita
TXN1117,02/10/2026,07:36 PM,Masala Chai,1,3.49,3.49,Cash,Dev
TXN1118,02/10/2026,06:29 PM,Lamb Biryani,1,18.99,18.99,UPI,Dev
TXN1118,02/10/2026,06:29 PM,Dal Makhani,1,13.99,13.99,Card,Priya
TXN1118,02/10/2026,06:29 PM,Garlic Naan,1,4.49,4.49,Card,Priya
TXN1118,02/10/2026,06:29 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1119,02/10/2026,08:00 PM,Paneer Tikka,1,12.99,12.99,Card,Anita
TXN1119,02/10/2026,08:00 PM,Garlic Naan,2,4.49,8.98,Card,Rahul
TXN1119,02/10/2026,08:00 PM,Mango Lassi,1,4.99,4.99,Cash,Priya
TXN1120,02/11/2026,01:43 PM,Fish Curry,1,17.99,17.99,Card,Dev
TXN1120,02/11/2026,01:43 PM,Garlic Naan,1,4.49,4.49,Cash,Priya
TXN1120,02/11/2026,01:43 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1121,02/11/2026,12:45 PM,Samosa,1,6.99,6.99,Card,Priya
TXN1121,02/11/2026,12:45 PM,Masala Chai,1,3.49,3.49,UPI,Anita
TXN1122,02/11/2026,11:30 AM,Dal Makhani,1,13.99,13.99,UPI,Priya
TXN1122,02/11/2026,11:30 AM,Butter Naan,1,3.99,3.99,UPI,Rahul
TXN1122,02/11/2026,11:30 AM,Raita,1,3.99,3.99,Cash,Priya
TXN1123,02/11/2026,12:15 PM,Tandoori Chicken,1,15.99,15.99,Card,Dev
TXN1123,02/11/2026,12:15 PM,Garlic Naan,1,4.49,4.49,Card,Anita
TXN1123,02/11/2026,12:15 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1123,02/11/2026,12:15 PM,Gulab Jamun,1,5.99,5.99,Card,Rahul
TXN1124,02/11/2026,01:22 PM,Palak Paneer,1,14.99,14.99,UPI,Priya
TXN1124,02/11/2026,01:22 PM,Garlic Naan,2,4.49,8.98,UPI,Anita
TXN1124,02/11/2026,01:22 PM,Kheer,1,5.49,5.49,UPI,Priya
TXN1125,02/11/2026,11:47 AM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1125,02/11/2026,11:47 AM,Raita,1,3.99,3.99,Card,Dev
TXN1125,02/11/2026,11:47 AM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1126,02/11/2026,02:28 PM,Lamb Biryani,1,18.99,18.99,Card,Dev
TXN1126,02/11/2026,02:28 PM,Gulab Jamun,1,5.99,5.99,UPI,Rahul
TXN1126,02/11/2026,02:28 PM,Palak Paneer,1,14.99,14.99,UPI,Dev
TXN1126,02/11/2026,02:28 PM,Garlic Naan,1,4.49,4.49,Card,Priya
TXN1127,02/11/2026,07:11 PM,Samosa,1,6.99,6.99,Card,Rahul
TXN1127,02/11/2026,07:11 PM,Palak Paneer,1,14.99,14.99,UPI,Dev
TXN1127,02/11/2026,07:11 PM,Butter Naan,2,3.99,7.98,Cash,Dev
TXN1127,02/11/2026,07:11 PM,Masala Chai,1,3.49,3.49,Card,Anita
TXN1128,02/11/2026,06:31 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1128,02/11/2026,06:31 PM,Butter Naan,2,3.99,7.98,Card,Anita
TXN1129,02/11/2026,07:28 PM,Dal Makhani,1,13.99,13.99,Card,Dev
TXN1129,02/11/2026,07:28 PM,Butter Naan,1,3.99,3.99,Cash,Anita
TXN1130,02/11/2026,08:16 PM,Raita,1,3.99,3.99,Card,Anita
TXN1130,02/11/2026,08:16 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1131,02/11/2026,08:03 PM,Fish Curry,1,17.99,17.99,Cash,Rahul
TXN1131,02/11/2026,08:03 PM,Tandoori Chicken,1,15.99,15.99,UPI,Dev
TXN1131,02/11/2026,08:03 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1131,02/11/2026,08:03 PM,Butter Naan,1,3.99,3.99,UPI,Dev
TXN1132,02/11/2026,06:13 PM,Samosa,1,6.99,6.99,Card,Dev
TXN1132,02/11/2026,06:13 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1133,02/11/2026,06:10 PM,Dal Makhani,1,13.99,13.99,Card,Dev
TXN1133,02/11/2026,06:10 PM,Butter Naan,2,3.99,7.98,Cash,Dev
TXN1133,02/11/2026,06:10 PM,Raita,1,3.99,3.99,Cash,Priya
TXN1134,02/11/2026,07:03 PM,Dal Makhani,1,13.99,13.99,Card,Priya
TXN1134,02/11/2026,07:03 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1134,02/11/2026,07:03 PM,Garlic Naan,1,4.49,4.49,Card,Rahul
TXN1135,02/11/2026,05:30 PM,Samosa,1,6.99,6.99,Cash,Rahul
TXN1135,02/11/2026,05:30 PM,Masala Chai,1,3.49,3.49,Cash,Dev
TXN1136,02/12/2026,12:24 PM,Aloo Gobi,1,9.99,9.99,Cash,Anita
TXN1136,02/12/2026,12:24 PM,Garlic Naan,1,4.49,4.49,Cash,Dev
TXN1136,02/12/2026,12:24 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Anita
TXN1136,02/12/2026,12:24 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1137,02/12/2026,01:32 PM,Paneer Tikka,1,12.99,12.99,Card,Rahul
TXN1137,02/12/2026,01:32 PM,Garlic Naan,2,4.49,8.98,Card,Dev
TXN1137,02/12/2026,01:32 PM,Mango Lassi,1,4.99,4.99,Cash,Rahul
TXN1138,02/12/2026,12:26 PM,Samosa,1,6.99,6.99,Cash,Rahul
TXN1139,02/12/2026,02:30 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1139,02/12/2026,02:30 PM,Butter Naan,1,3.99,3.99,UPI,Anita
TXN1139,02/12/2026,02:30 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1140,02/12/2026,12:27 PM,Lamb Biryani,1,18.99,18.99,Card,Anita
TXN1140,02/12/2026,12:27 PM,Raita,1,3.99,3.99,UPI,Anita
TXN1140,02/12/2026,12:27 PM,Masala Chai,1,3.49,3.49,Cash,Priya
TXN1140,02/12/2026,12:27 PM,Garlic Naan,1,4.49,4.49,UPI,Anita
TXN1141,02/12/2026,12:26 PM,Gulab Jamun,1,5.99,5.99,Card,Dev
TXN1141,02/12/2026,12:26 PM,Garlic Naan,1,4.49,4.49,Card,Anita
TXN1141,02/12/2026,12:26 PM,Palak Paneer,1,14.99,14.99,UPI,Priya
TXN1141,02/12/2026,12:26 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1141,02/12/2026,12:26 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1142,02/12/2026,02:27 PM,Lamb Biryani,1,18.99,18.99,UPI,Priya
TXN1142,02/12/2026,02:27 PM,Tandoori Chicken,1,15.99,15.99,Card,Priya
TXN1142,02/12/2026,02:27 PM,Garlic Naan,2,4.49,8.98,UPI,Rahul
TXN1142,02/12/2026,02:27 PM,Butter Naan,1,3.99,3.99,Card,Rahul
TXN1143,02/12/2026,12:06 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Priya
TXN1143,02/12/2026,12:06 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1143,02/12/2026,12:06 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1144,02/12/2026,09:32 PM,Dal Makhani,1,13.99,13.99,Card,Dev
TXN1144,02/12/2026,09:32 PM,Aloo Gobi,1,9.99,9.99,UPI,Dev
TXN1144,02/12/2026,09:32 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1144,02/12/2026,09:32 PM,Mango Lassi,1,4.99,4.99,UPI,Anita
TXN1145,02/12/2026,08:28 PM,Samosa,1,6.99,6.99,UPI,Anita
TXN1145,02/12/2026,08:28 PM,Garlic Naan,1,4.49,4.49,Card,Anita
TXN1145,02/12/2026,08:28 PM,Palak Paneer,1,14.99,14.99,UPI,Anita
TXN1145,02/12/2026,08:28 PM,Mango Lassi,1,4.99,4.99,Card,Priya
TXN1146,02/12/2026,06:08 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1146,02/12/2026,06:08 PM,Butter Naan,1,3.99,3.99,UPI,Priya
TXN1146,02/12/2026,06:08 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1147,02/12/2026,09:27 PM,Tandoori Chicken,1,15.99,15.99,Card,Dev
TXN1147,02/12/2026,09:27 PM,Garlic Naan,2,4.49,8.98,Cash,Dev
TXN1147,02/12/2026,09:27 PM,Mango Lassi,1,4.99,4.99,UPI,Anita
TXN1147,02/12/2026,09:27 PM,Gulab Jamun,1,5.99,5.99,Card,Rahul
TXN1148,02/12/2026,06:39 PM,Raita,1,3.99,3.99,Card,Dev
TXN1148,02/12/2026,06:39 PM,Garlic Naan,1,4.49,4.49,UPI,Rahul
TXN1148,02/12/2026,06:39 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Anita
TXN1149,02/12/2026,07:49 PM,Kheer,1,5.49,5.49,Card,Rahul
TXN1149,02/12/2026,07:49 PM,Butter Naan,1,3.99,3.99,Card,Dev
TXN1150,02/12/2026,08:32 PM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1150,02/12/2026,08:32 PM,Samosa,1,6.99,6.99,Cash,Dev
TXN1150,02/12/2026,08:32 PM,Butter Naan,2,3.99,7.98,UPI,Dev
TXN1151,02/12/2026,08:19 PM,Gulab Jamun,1,5.99,5.99,Card,Anita
TXN1151,02/12/2026,08:19 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Anita
TXN1151,02/12/2026,08:19 PM,Butter Naan,1,3.99,3.99,Card,Rahul
TXN1152,02/13/2026,12:44 PM,Raita,1,3.99,3.99,UPI,Rahul
TXN1152,02/13/2026,12:44 PM,Samosa,1,6.99,6.99,UPI,Priya
TXN1152,02/13/2026,12:44 PM,Kheer,1,5.49,5.49,Card,Dev
TXN1152,02/13/2026,12:44 PM,Masala Chai,1,3.49,3.49,Cash,Anita
TXN1153,02/13/2026,01:07 PM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1153,02/13/2026,01:07 PM,Raita,1,3.99,3.99,Card,Rahul
TXN1153,02/13/2026,01:07 PM,Masala Chai,1,3.49,3.49,UPI,Dev
TXN1153,02/13/2026,01:07 PM,Garlic Naan,1,4.49,4.49,Card,Priya
TXN1154,02/13/2026,02:07 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Dev
TXN1154,02/13/2026,02:07 PM,Butter Naan,2,3.99,7.98,Card,Priya
TXN1154,02/13/2026,02:07 PM,Mango Lassi,1,4.99,4.99,Cash,Priya
TXN1155,02/13/2026,12:37 PM,Gulab Jamun,1,5.99,5.99,UPI,Dev
TXN1155,02/13/2026,12:37 PM,Garlic Naan,1,4.49,4.49,Cash,Rahul
TXN1156,02/13/2026,12:17 PM,Fish Curry,1,17.99,17.99,Card,Anita
TXN1156,02/13/2026,12:17 PM,Masala Chai,1,3.49,3.49,Cash,Rahul
TXN1156,02/13/2026,12:17 PM,Butter Naan,1,3.99,3.99,UPI,Dev
TXN1157,02/13/2026,01:54 PM,Palak Paneer,1,14.99,14.99,Card,Rahul
TXN1157,02/13/2026,01:54 PM,Garlic Naan,1,4.49,4.49,Card,Rahul
TXN1157,02/13/2026,01:54 PM,Kheer,1,5.49,5.49,Cash,Dev
TXN1157,02/13/2026,01:54 PM,Masala Chai,1,3.49,3.49,UPI,Anita
TXN1158,02/13/2026,11:53 AM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1158,02/13/2026,11:53 AM,Butter Naan,1,3.99,3.99,UPI,Rahul
TXN1158,02/13/2026,11:53 AM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1159,02/13/2026,01:16 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1160,02/13/2026,12:40 PM,Raita,1,3.99,3.99,Card,Dev
TXN1160,02/13/2026,12:40 PM,Garlic Naan,2,4.49,8.98,Card,Rahul
TXN1160,02/13/2026,12:40 PM,Samosa,1,6.99,6.99,Card,Dev
TXN1160,02/13/2026,12:40 PM,Masala Chai,1,3.49,3.49,Card,Anita
TXN1161,02/13/2026,02:28 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1161,02/13/2026,02:28 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1162,02/13/2026,07:53 PM,Fish Curry,1,17.99,17.99,Cash,Priya
TXN1162,02/13/2026,07:53 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1162,02/13/2026,07:53 PM,Masala Chai,1,3.49,3.49,Cash,Anita
TXN1163,02/13/2026,07:04 PM,Gulab Jamun,1,5.99,5.99,Cash,Anita
TXN1163,02/13/2026,07:04 PM,Paneer Tikka,1,12.99,12.99,Card,Priya
TXN1163,02/13/2026,07:04 PM,Masala Chai,1,3.49,3.49,Card,Anita
TXN1164,02/13/2026,08:51 PM,Masala Chai,1,3.49,3.49,UPI,Priya
TXN1164,02/13/2026,08:51 PM,Aloo Gobi,1,9.99,9.99,Card,Dev
TXN1164,02/13/2026,08:51 PM,Palak Paneer,1,14.99,14.99,UPI,Priya
TXN1164,02/13/2026,08:51 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1165,02/13/2026,07:42 PM,Dal Makhani,1,13.99,13.99,Card,Priya
TXN1165,02/13/2026,07:42 PM,Butter Naan,2,3.99,7.98,Card,Dev
TXN1165,02/13/2026,07:42 PM,Raita,1,3.99,3.99,Card,Anita
TXN1166,02/13/2026,07:43 PM,Dal Makhani,1,13.99,13.99,Card,Rahul
TXN1166,02/13/2026,07:43 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Dev
TXN1166,02/13/2026,07:43 PM,Butter Naan,1,3.99,3.99,UPI,Priya
TXN1167,02/13/2026,07:11 PM,Dal Makhani,1,13.99,13.99,Cash,Anita
TXN1167,02/13/2026,07:11 PM,Raita,1,3.99,3.99,Card,Anita
TXN1167,02/13/2026,07:11 PM,Butter Naan,2,3.99,7.98,Card,Anita
TXN1168,02/13/2026,08:50 PM,Fish Curry,1,17.99,17.99,UPI,Priya
TXN1168,02/13/2026,08:50 PM,Aloo Gobi,1,9.99,9.99,Card,Dev
TXN1168,02/13/2026,08:50 PM,Samosa,1,6.99,6.99,Card,Priya
TXN1168,02/13/2026,08:50 PM,Palak Paneer,1,14.99,14.99,Card,Anita
TXN1168,02/13/2026,08:50 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1169,02/13/2026,06:36 PM,Lamb Biryani,1,18.99,18.99,UPI,Priya
TXN1169,02/13/2026,06:36 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1169,02/13/2026,06:36 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1170,02/13/2026,09:19 PM,Dal Makhani,1,13.99,13.99,Card,Priya
TXN1170,02/13/2026,09:19 PM,Samosa,1,6.99,6.99,Card,Anita
TXN1170,02/13/2026,09:19 PM,Garlic Naan,2,4.49,8.98,UPI,Rahul
TXN1170,02/13/2026,09:19 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1171,02/13/2026,08:09 PM,Aloo Gobi,1,9.99,9.99,Cash,Rahul
TXN1172,02/13/2026,06:07 PM,Aloo Gobi,1,9.99,9.99,Card,Anita
TXN1172,02/13/2026,06:07 PM,Tandoori Chicken,1,15.99,15.99,UPI,Dev
TXN1172,02/13/2026,06:07 PM,Palak Paneer,1,14.99,14.99,UPI,Rahul
TXN1172,02/13/2026,06:07 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1173,02/13/2026,07:06 PM,Samosa,1,6.99,6.99,Cash,Priya
TXN1174,02/13/2026,05:31 PM,Fish Curry,1,17.99,17.99,Card,Anita
TXN1174,02/13/2026,05:31 PM,Dal Makhani,1,13.99,13.99,UPI,Anita
TXN1174,02/13/2026,05:31 PM,Butter Naan,1,3.99,3.99,Card,Dev
TXN1175,02/14/2026,12:42 PM,Garlic Naan,1,4.49,4.49,Card,Anita
TXN1175,02/14/2026,12:42 PM,Masala Chai,1,3.49,3.49,Cash,Anita
TXN1176,02/14/2026,12:19 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Dev
TXN1176,02/14/2026,12:19 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1176,02/14/2026,12:19 PM,Mango Lassi,1,4.99,4.99,Cash,Dev
TXN1177,02/14/2026,01:58 PM,Tandoori Chicken,1,15.99,15.99,Card,Rahul
TXN1177,02/14/2026,01:58 PM,Garlic Naan,1,4.49,4.49,Card,Rahul
TXN1177,02/14/2026,01:58 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1177,02/14/2026,01:58 PM,Gulab Jamun,1,5.99,5.99,Cash,Rahul
TXN1178,02/14/2026,11:30 AM,Fish Curry,1,17.99,17.99,UPI,Dev
TXN1178,02/14/2026,11:30 AM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1178,02/14/2026,11:30 AM,Masala Chai,1,3.49,3.49,UPI,Anita
TXN1179,02/14/2026,12:23 PM,Lamb Biryani,1,18.99,18.99,Card,Anita
TXN1179,02/14/2026,12:23 PM,Raita,1,3.99,3.99,UPI,Priya
TXN1179,02/14/2026,12:23 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1180,02/14/2026,01:33 PM,Tandoori Chicken,1,15.99,15.99,Card,Rahul
TXN1180,02/14/2026,01:33 PM,Raita,1,3.99,3.99,UPI,Anita
TXN1180,02/14/2026,01:33 PM,Garlic Naan,1,4.49,4.49,Card,Dev
TXN1180,02/14/2026,01:33 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1181,02/14/2026,02:34 PM,Paneer Tikka,1,12.99,12.99,Cash,Dev
TXN1181,02/14/2026,02:34 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1182,02/14/2026,01:14 PM,Raita,1,3.99,3.99,UPI,Anita
TXN1182,02/14/2026,01:14 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1182,02/14/2026,01:14 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1183,02/14/2026,12:12 PM,Gulab Jamun,1,5.99,5.99,Cash,Anita
TXN1183,02/14/2026,12:12 PM,Mango Lassi,1,4.99,4.99,UPI,Priya
TXN1183,02/14/2026,12:12 PM,Palak Paneer,1,14.99,14.99,Cash,Rahul
TXN1183,02/14/2026,12:12 PM,Garlic Naan,1,4.49,4.49,Card,Priya
TXN1184,02/14/2026,02:25 PM,Samosa,1,6.99,6.99,Card,Dev
TXN1184,02/14/2026,02:25 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1185,02/14/2026,02:19 PM,Fish Curry,1,17.99,17.99,Cash,Dev
TXN1185,02/14/2026,02:19 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1185,02/14/2026,02:19 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1186,02/14/2026,07:34 PM,Palak Paneer,1,14.99,14.99,Cash,Dev
TXN1186,02/14/2026,07:34 PM,Garlic Naan,2,4.49,8.98,Card,Priya
TXN1186,02/14/2026,07:34 PM,Kheer,1,5.49,5.49,Cash,Anita
TXN1187,02/14/2026,08:05 PM,Paneer Tikka,1,12.99,12.99,Cash,Anita
TXN1187,02/14/2026,08:05 PM,Garlic Naan,1,4.49,4.49,Card,Anita
TXN1187,02/14/2026,08:05 PM,Mango Lassi,1,4.99,4.99,UPI,Dev
TXN1188,02/14/2026,06:53 PM,Lamb Biryani,1,18.99,18.99,UPI,Dev
TXN1188,02/14/2026,06:53 PM,Butter Naan,1,3.99,3.99,Cash,Dev
TXN1189,02/14/2026,07:17 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Dev
TXN1189,02/14/2026,07:17 PM,Butter Naan,1,3.99,3.99,Card,Dev
TXN1189,02/14/2026,07:17 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1190,02/14/2026,08:23 PM,Samosa,1,6.99,6.99,UPI,Anita
TXN1190,02/14/2026,08:23 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1191,02/14/2026,08:00 PM,Dal Makhani,1,13.99,13.99,Cash,Dev
TXN1191,02/14/2026,08:00 PM,Gulab Jamun,1,5.99,5.99,Card,Rahul
TXN1191,02/14/2026,08:00 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1191,02/14/2026,08:00 PM,Butter Naan,1,3.99,3.99,UPI,Priya
TXN1192,02/14/2026,09:30 PM,Palak Paneer,1,14.99,14.99,Card,Dev
TXN1192,02/14/2026,09:30 PM,Garlic Naan,2,4.49,8.98,Card,Priya
TXN1192,02/14/2026,09:30 PM,Kheer,1,5.49,5.49,Card,Anita
TXN1193,02/14/2026,09:41 PM,Palak Paneer,1,14.99,14.99,Cash,Dev
TXN1193,02/14/2026,09:41 PM,Garlic Naan,1,4.49,4.49,UPI,Dev
TXN1194,02/14/2026,08:27 PM,Gulab Jamun,1,5.99,5.99,UPI,Dev
TXN1194,02/14/2026,08:27 PM,Masala Chai,1,3.49,3.49,Card,Anita
TXN1195,02/14/2026,08:10 PM,Raita,1,3.99,3.99,Card,Dev
TXN1195,02/14/2026,08:10 PM,Butter Naan,1,3.99,3.99,Cash,Rahul
TXN1195,02/14/2026,08:10 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Anita
TXN1196,02/14/2026,09:40 PM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1196,02/14/2026,09:40 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1196,02/14/2026,09:40 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1197,02/14/2026,06:09 PM,Garlic Naan,2,4.49,8.98,UPI,Anita
TXN1197,02/14/2026,06:09 PM,Butter Naan,1,3.99,3.99,Cash,Anita
TXN1198,02/14/2026,05:38 PM,Samosa,1,6.99,6.99,Card,Anita
TXN1198,02/14/2026,05:38 PM,Garlic Naan,2,4.49,8.98,Card,Rahul
TXN1198,02/14/2026,05:38 PM,Gulab Jamun,1,5.99,5.99,Cash,Anita
TXN1199,02/14/2026,05:38 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Priya
TXN1199,02/14/2026,05:38 PM,Butter Naan,2,3.99,7.98,Card,Anita
TXN1200,02/14/2026,06:21 PM,Lamb Biryani,1,18.99,18.99,UPI,Anita
TXN1200,02/14/2026,06:21 PM,Raita,1,3.99,3.99,Card,Rahul
TXN1200,02/14/2026,06:21 PM,Masala Chai,1,3.49,3.49,UPI,Dev
TXN1200,02/14/2026,06:21 PM,Butter Naan,1,3.99,3.99,Card,Rahul
TXN1201,02/14/2026,08:20 PM,Palak Paneer,1,14.99,14.99,Card,Anita
TXN1201,02/14/2026,08:20 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1201,02/14/2026,08:20 PM,Paneer Tikka,1,12.99,12.99,Card,Priya
TXN1201,02/14/2026,08:20 PM,Butter Naan,1,3.99,3.99,UPI,Rahul
TXN1202,02/14/2026,08:00 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Dev
TXN1202,02/14/2026,08:00 PM,Butter Naan,2,3.99,7.98,Cash,Priya
TXN1202,02/14/2026,08:00 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1203,02/15/2026,01:48 PM,Dal Makhani,1,13.99,13.99,Card,Dev
TXN1203,02/15/2026,01:48 PM,Raita,1,3.99,3.99,Cash,Rahul
TXN1203,02/15/2026,01:48 PM,Butter Naan,1,3.99,3.99,UPI,Anita
