menu_item_name,quantity,total_price,sale_date,order_id,day_of_week,hour_of_day
Tiramisu,1,12.0,2026-02-11 21:30:00,ORD-00634,Wednesday,21
Penne Arrabbiata,1,16.0,2026-02-11 22:12:00,ORD-00635,Wednesday,22
Cappuccino,1,5.5,2026-02-11 22:22:00,ORD-00635,Wednesday,22
Panna Cotta,1,10.0,2026-02-11 22:09:00,ORD-00635,Wednesday,22
Espresso,1,4.0,2026-02-11 22:15:00,ORD-00636,Wednesday,22
Rigatoni Bolognese,1,20.0,2026-02-11 22:04:00,ORD-00636,Wednesday,22
Fettuccine Alfredo,1,18.0,2026-02-11 22:37:00,ORD-00636,Wednesday,22
Chocolate Lava Cake,1,13.0,2026-02-11 22:33:00,ORD-00636,Wednesday,22
Cacio e Pepe,2,34.0,2026-02-12 11:54:00,ORD-00637,Thursday,11
Fettuccine Alfredo,1,18.0,2026-02-12 11:23:00,ORD-00637,Thursday,11
Affogato,1,8.0,2026-02-12 11:11:00,ORD-00637,Thursday,11
Margherita Pizza,1,16.0,2026-02-12 11:06:00,ORD-00637,Thursday,11
Margherita Pizza,1,16.0,2026-02-12 11:14:00,ORD-00638,Thursday,11
Aperol Spritz,1,14.0,2026-02-12 11:48:00,ORD-00638,Thursday,11
Chicken Parmigiana,1,24.0,2026-02-12 11:02:00,ORD-00639,Thursday,11
Espresso,1,4.0,2026-02-12 11:31:00,ORD-00639,Thursday,11
Cacio e Pepe,2,34.0,2026-02-12 12:27:00,ORD-00640,Thursday,12
Arancini,1,11.0,2026-02-12 12:04:00,ORD-00640,Thursday,12
Tiramisu,2,24.0,2026-02-12 12:51:00,ORD-00640,Thursday,12
Espresso,1,4.0,2026-02-12 12:05:00,ORD-00641,Thursday,12
Carpaccio di Manzo,1,17.0,2026-02-12 12:25:00,ORD-00641,Thursday,12
Fettuccine Alfredo,1,18.0,2026-02-12 12:37:00,ORD-00641,Thursday,12
Tiramisu,2,24.0,2026-02-12 12:47:00,ORD-00641,Thursday,12
Spaghetti Carbonara,1,19.0,2026-02-12 12:53:00,ORD-00642,Thursday,12
Rigatoni Bolognese,1,20.0,2026-02-12 12:31:00,ORD-00642,Thursday,12
Calamari Fritti,1,14.0,2026-02-12 12:45:00,ORD-00642,Thursday,12
Limoncello,1,9.0,2026-02-12 12:37:00,ORD-00642,Thursday,12
Cacio e Pepe,1,17.0,2026-02-12 12:30:00,ORD-00643,Thursday,12
Bruschetta Trio,1,12.5,2026-02-12 12:25:00,ORD-00643,Thursday,12
Limoncello,2,18.0,2026-02-12 12:32:00,ORD-00643,Thursday,12
Prosciutto e Rucola,1,20.0,2026-02-12 12:16:00,ORD-00644,Thursday,12
House Red Wine,1,12.0,2026-02-12 12:14:00,ORD-00644,Thursday,12
Panna Cotta,1,10.0,2026-02-12 12:08:00,ORD-00644,Thursday,12
Prosciutto e Rucola,1,20.0,2026-02-12 12:31:00,ORD-00645,Thursday,12
House Red Wine,1,12.0,2026-02-12 12:11:00,ORD-00645,Thursday,12
Panna Cotta,1,10.0,2026-02-12 12:43:00,ORD-00645,Thursday,12
Fettuccine Alfredo,1,18.0,2026-02-12 13:49:00,ORD-00646,Thursday,13
Caesar Salad,1,13.0,2026-02-12 13:29:00,ORD-00646,Thursday,13
Cappuccino,1,5.5,2026-02-12 13:42:00,ORD-00646,Thursday,13
Chocolate Lava Cake,1,13.0,2026-02-12 13:32:00,ORD-00646,Thursday,13
Margherita Pizza,1,16.0,2026-02-12 13:48:00,ORD-00647,Thursday,13
Aperol Spritz,1,14.0,2026-02-12 13:27:00,ORD-00647,Thursday,13
House Red Wine,1,12.0,2026-02-12 13:02:00,ORD-00648,Thursday,13
Diavola Pizza,2,36.0,2026-02-12 13:19:00,ORD-00649,Thursday,13
Aperol Spritz,2,28.0,2026-02-12 13:10:00,ORD-00649,Thursday,13
Cannoli,1,9.0,2026-02-12 13:08:00,ORD-00649,Thursday,13
Calamari Fritti,1,14.0,2026-02-12 13:31:00,ORD-00650,Thursday,13
Linguine alle Vongole,1,22.0,2026-02-12 13:43:00,ORD-00650,Thursday,13
House Red Wine,1,12.0,2026-02-12 13:30:00,ORD-00650,Thursday,13
Espresso,1,4.0,2026-02-12 13:18:00,ORD-00651,Thursday,13
Limoncello,1,9.0,2026-02-12 13:01:00,ORD-00651,Thursday,13
Diavola Pizza,1,18.0,2026-02-12 13:08:00,ORD-00651,Thursday,13
Affogato,1,8.0,2026-02-12 13:06:00,ORD-00652,Thursday,13
Margherita Pizza,1,16.0,2026-02-12 13:22:00,ORD-00652,Thursday,13
Bruschetta Trio,2,25.0,2026-02-12 13:07:00,ORD-00653,Thursday,13
House Red Wine,1,12.0,2026-02-12 13:01:00,ORD-00653,Thursday,13
Affogato,1,8.0,2026-02-12 13:02:00,ORD-00653,Thursday,13
Espresso,1,4.0,2026-02-12 14:20:00,ORD-00654,Thursday,14
Aperol Spritz,1,14.0,2026-02-12 14:24:00,ORD-00654,Thursday,14
Panna Cotta,1,10.0,2026-02-12 14:06:00,ORD-00654,Thursday,14
Cannoli,1,9.0,2026-02-12 14:21:00,ORD-00655,Thursday,14
Limoncello,1,9.0,2026-02-12 14:19:00,ORD-00655,Thursday,14
Espresso,1,4.0,2026-02-12 14:34:00,ORD-00656,Thursday,14
Linguine alle Vongole,1,22.0,2026-02-12 14:16:00,ORD-00656,Thursday,14
Margherita Pizza,1,16.0,2026-02-12 14:54:00,ORD-00657,Thursday,14
Caesar Salad,1,13.0,2026-02-12 14:37:00,ORD-00657,Thursday,14
Affogato,1,8.0,2026-02-12 14:04:00,ORD-00657,Thursday,14
Rigatoni Bolognese,1,20.0,2026-02-12 14:19:00,ORD-00658,Thursday,14
Aperol Spritz,1,14.0,2026-02-12 14:34:00,ORD-00658,Thursday,14
Affogato,1,8.0,2026-02-12 14:26:00,ORD-00658,Thursday,14
Tiramisu,1,12.0,2026-02-12 14:45:00,ORD-00659,Thursday,14
House Red Wine,1,12.0,2026-02-12 14:11:00,ORD-00659,Thursday,14
Panna Cotta,1,10.0,2026-02-12 14:13:00,ORD-00659,Thursday,14
Cappuccino,1,5.5,2026-02-12 17:49:00,ORD-00660,Thursday,17
House Red Wine,2,24.0,2026-02-12 17:59:00,ORD-00660,Thursday,17
Chocolate Lava Cake,1,13.0,2026-02-12 17:40:00,ORD-00660,Thursday,17
Caesar Salad,1,13.0,2026-02-12 17:47:00,ORD-00661,Thursday,17
Chicken Parmigiana,1,24.0,2026-02-12 17:19:00,ORD-00661,Thursday,17
Espresso,1,4.0,2026-02-12 17:26:00,ORD-00661,Thursday,17
Cacio e Pepe,1,17.0,2026-02-12 17:52:00,ORD-00662,Thursday,17
Bruschetta Trio,1,12.5,2026-02-12 17:10:00,ORD-00662,Thursday,17
Limoncello,1,9.0,2026-02-12 17:38:00,ORD-00662,Thursday,17
Chocolate Lava Cake,1,13.0,2026-02-12 17:15:00,ORD-00662,Thursday,17
Caesar Salad,1,13.0,2026-02-12 17:35:00,ORD-00663,Thursday,17
Chicken Parmigiana,2,48.0,2026-02-12 17:27:00,ORD-00663,Thursday,17
Espresso,1,4.0,2026-02-12 17:02:00,ORD-00663,Thursday,17
Affogato,1,8.0,2026-02-12 17:17:00,ORD-00663,Thursday,17
Margherita Pizza,1,16.0,2026-02-12 17:11:00,ORD-00664,Thursday,17
Aperol Spritz,1,14.0,2026-02-12 17:02:00,ORD-00664,Thursday,17
Veal Piccata,2,58.0,2026-02-12 17:26:00,ORD-00665,Thursday,17
Margherita Pizza,2,32.0,2026-02-12 17:42:00,ORD-00665,Thursday,17
Limoncello,1,9.0,2026-02-12 17:05:00,ORD-00665,Thursday,17
Bruschetta Trio,1,12.5,2026-02-12 17:49:00,ORD-00666,Thursday,17
Calamari Fritti,2,28.0,2026-02-12 17:16:00,ORD-00666,Thursday,17
Linguine alle Vongole,1,22.0,2026-02-12 17:05:00,ORD-00666,Thursday,17
Affogato,1,8.0,2026-02-12 17:07:00,ORD-00666,Thursday,17
Fettuccine Alfredo,1,18.0,2026-02-12 18:15:00,ORD-00667,Thursday,18
Caesar Salad,2,26.0,2026-02-12 18:13:00,ORD-00667,Thursday,18
Cappuccino,1,5.5,2026-02-12 18:11:00,ORD-00667,Thursday,18
Margherita Pizza,2,32.0,2026-02-12 18:03:00,ORD-00668,Thursday,18
Aperol Spritz,1,14.0,2026-02-12 18:23:00,ORD-00668,Thursday,18
Cappuccino,1,5.5,2026-02-12 18:17:00,ORD-00669,Thursday,18
Cacio e Pepe,1,17.0,2026-02-12 18:42:00,ORD-00670,Thursday,18
Pizza Bianca,1,17.0,2026-02-12 18:03:00,ORD-00670,Thursday,18
Margherita Pizza,1,16.0,2026-02-12 18:50:00,ORD-00670,Thursday,18
Diavola Pizza,1,18.0,2026-02-12 18:16:00,ORD-00670,Thursday,18
Diavola Pizza,1,18.0,2026-02-12 18:55:00,ORD-00671,Thursday,18
Chocolate Lava Cake,1,13.0,2026-02-12 18:28:00,ORD-00671,Thursday,18
Spaghetti Carbonara,1,19.0,2026-02-12 18:13:00,ORD-00672,Thursday,18
Caesar Salad,2,26.0,2026-02-12 18:10:00,ORD-00672,Thursday,18
Limoncello,2,18.0,2026-02-12 18:40:00,ORD-00672,Thursday,18
Diavola Pizza,1,18.0,2026-02-12 18:51:00,ORD-00672,Thursday,18
Veal Piccata,1,29.0,2026-02-12 18:26:00,ORD-00673,Thursday,18
Margherita Pizza,2,32.0,2026-02-12 18:21:00,ORD-00673,Thursday,18
Espresso,1,4.0,2026-02-12 18:52:00,ORD-00674,Thursday,18
Pizza Bianca,1,17.0,2026-02-12 18:20:00,ORD-00674,Thursday,18
Lobster Ravioli,1,28.0,2026-02-12 18:01:00,ORD-00674,Thursday,18
Arancini,1,11.0,2026-02-12 18:41:00,ORD-00674,Thursday,18
Burrata Caprese,1,16.0,2026-02-12 19:12:00,ORD-00675,Thursday,19
Rigatoni Bolognese,1,20.0,2026-02-12 19:20:00,ORD-00675,Thursday,19
Tiramisu,1,12.0,2026-02-12 19:07:00,ORD-00675,Thursday,19
Diavola Pizza,2,36.0,2026-02-12 19:53:00,ORD-00676,Thursday,19
Aperol Spritz,1,14.0,2026-02-12 19:08:00,ORD-00676,Thursday,19
Cannoli,1,9.0,2026-02-12 19:43:00,ORD-00676,Thursday,19
Fettuccine Alfredo,1,18.0,2026-02-12 19:18:00,ORD-00677,Thursday,19
House Red Wine,1,12.0,2026-02-12 19:26:00,ORD-00677,Thursday,19
Branzino al Forno,1,32.0,2026-02-12 19:25:00,ORD-00677,Thursday,19
Chicken Parmigiana,2,48.0,2026-02-12 19:53:00,ORD-00677,Thursday,19
Insalata Mista,1,11.0,2026-02-12 19:58:00,ORD-00678,Thursday,19
Chocolate Lava Cake,1,13.0,2026-02-12 19:29:00,ORD-00678,Thursday,19
Penne Arrabbiata,1,16.0,2026-02-12 19:16:00,ORD-00679,Thursday,19
Insalata Mista,1,11.0,2026-02-12 19:23:00,ORD-00679,Thursday,19
Affogato,1,8.0,2026-02-12 19:36:00,ORD-00679,Thursday,19
House Red Wine,1,12.0,2026-02-12 19:45:00,ORD-00679,Thursday,19
Espresso,2,8.0,2026-02-12 19:52:00,ORD-00680,Thursday,19
Lobster Ravioli,1,28.0,2026-02-12 19:18:00,ORD-00680,Thursday,19
Panzanella,1,14.0,2026-02-12 19:24:00,ORD-00680,Thursday,19
Chocolate Lava Cake,1,13.0,2026-02-12 19:54:00,ORD-00680,Thursday,19
Caesar Salad,1,13.0,2026-02-12 19:12:00,ORD-00681,Thursday,19
Chicken Parmigiana,1,24.0,2026-02-12 19:26:00,ORD-00681,Thursday,19
Espresso,1,4.0,2026-02-12 19:01:00,ORD-00681,Thursday,19
Margherita Pizza,2,32.0,2026-02-12 19:23:00,ORD-00682,Thursday,19
Aperol Spritz,1,14.0,2026-02-12 19:41:00,ORD-00682,Thursday,19
Chicken Parmigiana,1,24.0,2026-02-12 19:45:00,ORD-00683,Thursday,19
Espresso,1,4.0,2026-02-12 19:38:00,ORD-00683,Thursday,19
Bruschetta Trio,1,12.5,2026-02-12 19:58:00,ORD-00684,Thursday,19
Spaghetti Carbonara,1,19.0,2026-02-12 19:38:00,ORD-00684,Thursday,19
House Red Wine,2,24.0,2026-02-12 19:51:00,ORD-00684,Thursday,19
Tiramisu,1,12.0,2026-02-12 19:47:00,ORD-00684,Thursday,19
Espresso,2,8.0,2026-02-12 19:42:00,ORD-00685,Thursday,19
Cappuccino,2,11.0,2026-02-12 19:08:00,ORD-00686,Thursday,19
Calamari Fritti,1,14.0,2026-02-12 19:45:00,ORD-00686,Thursday,19
Caesar Salad,1,13.0,2026-02-12 19:09:00,ORD-00686,Thursday,19
Espresso,1,4.0,2026-02-12 19:20:00,ORD-00686,Thursday,19
Caesar Salad,1,13.0,2026-02-12 19:47:00,ORD-00687,Thursday,19
Chicken Parmigiana,1,24.0,2026-02-12 19:27:00,ORD-00687,Thursday,19
Espresso,1,4.0,2026-02-12 19:56:00,ORD-00687,Thursday,19
Eggplant Parmigiana,1,18.0,2026-02-12 20:54:00,ORD-00688,Thursday,20
Penne Arrabbiata,2,32.0,2026-02-12 20:40:00,ORD-00688,Thursday,20
Caesar Salad,1,13.0,2026-02-12 20:03:00,ORD-00688,Thursday,20
Aperol Spritz,1,14.0,2026-02-12 20:03:00,ORD-00688,Thursday,20
Bruschetta Trio,1,12.5,2026-02-12 20:27:00,ORD-00689,Thursday,20
Spaghetti Carbonara,1,19.0,2026-02-12 20:57:00,ORD-00689,Thursday,20
House Red Wine,2,24.0,2026-02-12 20:02:00,ORD-00689,Thursday,20
Cappuccino,1,5.5,2026-02-12 20:18:00,ORD-00690,Thursday,20
Cacio e Pepe,1,17.0,2026-02-12 20:10:00,ORD-00690,Thursday,20
House Red Wine,1,12.0,2026-02-12 20:52:00,ORD-00690,Thursday,20
Chicken Parmigiana,1,24.0,2026-02-12 20:57:00,ORD-00690,Thursday,20
Tiramisu,1,12.0,2026-02-12 20:13:00,ORD-00690,Thursday,20
Espresso,1,4.0,2026-02-12 20:56:00,ORD-00691,Thursday,20
Spaghetti Carbonara,1,19.0,2026-02-12 20:18:00,ORD-00691,Thursday,20
Calamari Fritti,1,14.0,2026-02-12 20:43:00,ORD-00691,Thursday,20
Aperol Spritz,1,14.0,2026-02-12 20:23:00,ORD-00691,Thursday,20
Spaghetti Carbonara,2,38.0,2026-02-12 20:38:00,ORD-00692,Thursday,20
Lobster Ravioli,1,28.0,2026-02-12 20:21:00,ORD-00692,Thursday,20
Fettuccine Alfredo,2,36.0,2026-02-12 20:41:00,ORD-00692,Thursday,20
Carpaccio di Manzo,1,17.0,2026-02-12 20:08:00,ORD-00693,Thursday,20
Chocolate Lava Cake,1,13.0,2026-02-12 20:03:00,ORD-00693,Thursday,20
Affogato,1,8.0,2026-02-12 20:05:00,ORD-00694,Thursday,20
Quattro Formaggi,1,19.0,2026-02-12 20:11:00,ORD-00694,Thursday,20
Prosciutto e Rucola,1,20.0,2026-02-12 20:01:00,ORD-00695,Thursday,20
House Red Wine,2,24.0,2026-02-12 20:10:00,ORD-00695,Thursday,20
Panna Cotta,1,10.0,2026-02-12 20:25:00,ORD-00695,Thursday,20
Prosciutto e Rucola,1,20.0,2026-02-12 20:07:00,ORD-00696,Thursday,20
House Red Wine,1,12.0,2026-02-12 20:51:00,ORD-00696,Thursday,20
Panna Cotta,1,10.0,2026-02-12 20:51:00,ORD-00696,Thursday,20
Spaghetti Carbonara,1,19.0,2026-02-12 20:38:00,ORD-00697,Thursday,20
Burrata Caprese,1,16.0,2026-02-12 20:48:00,ORD-00697,Thursday,20
Rigatoni Bolognese,1,20.0,2026-02-12 20:23:00,ORD-00697,Thursday,20
Diavola Pizza,1,18.0,2026-02-12 20:27:00,ORD-00697,Thursday,20
Limoncello,1,9.0,2026-02-12 20:05:00,ORD-00697,Thursday,20
Cacio e Pepe,1,17.0,2026-02-12 21:05:00,ORD-00698,Thursday,21
Prosciutto e Rucola,1,20.0,2026-02-12 21:27:00,ORD-00698,Thursday,21
Panzanella,1,14.0,2026-02-12 21:51:00,ORD-00698,Thursday,21
Cannoli,1,9.0,2026-02-12 21:09:00,ORD-00698,Thursday,21
Bruschetta Trio,1,12.5,2026-02-12 21:58:00,ORD-00699,Thursday,21
Penne Arrabbiata,1,16.0,2026-02-12 21:06:00,ORD-00699,Thursday,21
Aperol Spritz,1,14.0,2026-02-12 21:26:00,ORD-00699,Thursday,21
Fettuccine Alfredo,1,18.0,2026-02-12 21:16:00,ORD-00700,Thursday,21
Caesar Salad,1,13.0,2026-02-12 21:49:00,ORD-00700,Thursday,21
Cappuccino,1,5.5,2026-02-12 21:07:00,ORD-00700,Thursday,21
Linguine alle Vongole,1,22.0,2026-02-12 21:20:00,ORD-00701,Thursday,21
Panna Cotta,1,10.0,2026-02-12 21:29:00,ORD-00701,Thursday,21
House Red Wine,1,12.0,2026-02-12 21:28:00,ORD-00701,Thursday,21
Limoncello,1,9.0,2026-02-12 21:38:00,ORD-00702,Thursday,21
Branzino al Forno,1,32.0,2026-02-12 21:43:00,ORD-00702,Thursday,21
Chocolate Lava Cake,1,13.0,2026-02-12 21:34:00,ORD-00702,Thursday,21
Calamari Fritti,1,14.0,2026-02-12 21:25:00,ORD-00703,Thursday,21
Linguine alle Vongole,2,44.0,2026-02-12 21:47:00,ORD-00703,Thursday,21
House Red Wine,1,12.0,2026-02-12 21:31:00,ORD-00703,Thursday,21
Panna Cotta,1,10.0,2026-02-12 21:52:00,ORD-00703,Thursday,21
Arancini,2,22.0,2026-02-12 22:54:00,ORD-00704,Thursday,22
Penne Arrabbiata,1,16.0,2026-02-12 22:30:00,ORD-00704,Thursday,22
Diavola Pizza,1,18.0,2026-02-12 22:41:00,ORD-00704,Thursday,22
Cappuccino,1,5.5,2026-02-12 22:53:00,ORD-00704,Thursday,22
Chocolate Lava Cake,1,13.0,2026-02-12 22:50:00,ORD-00704,Thursday,22
Panna Cotta,1,10.0,2026-02-12 22:57:00,ORD-00705,Thursday,22
House Red Wine,1,12.0,2026-02-12 22:44:00,ORD-00705,Thursday,22
House Red Wine,1,12.0,2026-02-12 22:25:00,ORD-00706,Thursday,22
Margherita Pizza,1,16.0,2026-02-12 22:00:00,ORD-00706,Thursday,22
Tiramisu,1,12.0,2026-02-12 22:54:00,ORD-00706,Thursday,22
Cacio e Pepe,1,17.0,2026-02-12 22:31:00,ORD-00707,Thursday,22
Calamari Fritti,1,14.0,2026-02-12 22:46:00,ORD-00707,Thursday,22
Cappuccino,1,5.5,2026-02-12 22:43:00,ORD-00707,Thursday,22
Linguine alle Vongole,2,44.0,2026-02-12 22:55:00,ORD-00707,Thursday,22
Cappuccino,1,5.5,2026-02-12 22:30:00,ORD-00708,Thursday,22
Penne Arrabbiata,1,16.0,2026-02-12 22:39:00,ORD-00708,Thursday,22
Aperol Spritz,2,28.0,2026-02-12 22:22:00,ORD-00708,Thursday,22
Cannoli,1,9.0,2026-02-12 22:27:00,ORD-00708,Thursday,22
Margherita Pizza,1,16.0,2026-02-12 22:14:00,ORD-00709,Thursday,22
Aperol Spritz,1,14.0,2026-02-12 22:43:00,ORD-00709,Thursday,22
Tiramisu,1,12.0,2026-02-12 22:38:00,ORD-00709,Thursday,22
Penne Arrabbiata,1,16.0,2026-02-13 11:43:00,ORD-00710,Friday,11
House Red Wine,1,12.0,2026-02-13 11:05:00,ORD-00711,Friday,11
Limoncello,1,9.0,2026-02-13 11:08:00,ORD-00711,Friday,11
Chocolate Lava Cake,1,13.0,2026-02-13 11:10:00,ORD-00711,Friday,11
Aperol Spritz,1,14.0,2026-02-13 11:13:00,ORD-00712,Friday,11
Rigatoni Bolognese,1,20.0,2026-02-13 11:51:00,ORD-00713,Friday,11
Caesar Salad,1,13.0,2026-02-13 11:27:00,ORD-00713,Friday,11
Fettuccine Alfredo,1,18.0,2026-02-13 11:14:00,ORD-00713,Friday,11
Cannoli,1,9.0,2026-02-13 11:14:00,ORD-00713,Friday,11
Cappuccino,2,11.0,2026-02-13 11:54:00,ORD-00714,Friday,11
Panna Cotta,1,10.0,2026-02-13 11:32:00,ORD-00714,Friday,11
Margherita Pizza,2,32.0,2026-02-13 11:48:00,ORD-00715,Friday,11
Bruschetta Trio,1,12.5,2026-02-13 11:06:00,ORD-00716,Friday,11
Spaghetti Carbonara,1,19.0,2026-02-13 11:02:00,ORD-00716,Friday,11
House Red Wine,1,12.0,2026-02-13 11:10:00,ORD-00716,Friday,11
Caesar Salad,1,13.0,2026-02-13 11:06:00,ORD-00717,Friday,11
House Red Wine,1,12.0,2026-02-13 11:23:00,ORD-00717,Friday,11
Fettuccine Alfredo,1,18.0,2026-02-13 11:08:00,ORD-00717,Friday,11
Insalata Mista,1,11.0,2026-02-13 11:12:00,ORD-00717,Friday,11
Bruschetta Trio,1,12.5,2026-02-13 11:32:00,ORD-00718,Friday,11
Panna Cotta,1,10.0,2026-02-13 11:17:00,ORD-00718,Friday,11
Cannoli,1,9.0,2026-02-13 11:14:00,ORD-00719,Friday,11
Fettuccine Alfredo,1,18.0,2026-02-13 11:27:00,ORD-00719,Friday,11
Diavola Pizza,1,18.0,2026-02-13 11:26:00,ORD-00719,Friday,11
Chocolate Lava Cake,1,13.0,2026-02-13 12:45:00,ORD-00720,Friday,12
Cannoli,1,9.0,2026-02-13 12:04:00,ORD-00720,Friday,12
Margherita Pizza,1,16.0,2026-02-13 12:03:00,ORD-00721,Friday,12
Aperol Spritz,1,14.0,2026-02-13 12:02:00,ORD-00721,Friday,12
Spaghetti Carbonara,1,19.0,2026-02-13 12:18:00,ORD-00722,Friday,12
Eggplant Parmigiana,1,18.0,2026-02-13 12:56:00,ORD-00722,Friday,12
Prosciutto e Rucola,1,20.0,2026-02-13 12:35:00,ORD-00722,Friday,12
Rigatoni Bolognese,1,20.0,2026-02-13 12:25:00,ORD-00723,Friday,12
Penne Arrabbiata,1,16.0,2026-02-13 12:13:00,ORD-00723,Friday,12
Lobster Ravioli,2,56.0,2026-02-13 12:39:00,ORD-00723,Friday,12
Eggplant Parmigiana,1,18.0,2026-02-13 12:19:00,ORD-00724,Friday,12
Arancini,1,11.0,2026-02-13 12:34:00,ORD-00724,Friday,12
Panna Cotta,1,10.0,2026-02-13 12:46:00,ORD-00724,Friday,12
Espresso,1,4.0,2026-02-13 12:21:00,ORD-00725,Friday,12
Tiramisu,1,12.0,2026-02-13 12:10:00,ORD-00725,Friday,12
Cappuccino,1,5.5,2026-02-13 12:56:00,ORD-00725,Friday,12
Cacio e Pepe,1,17.0,2026-02-13 12:03:00,ORD-00726,Friday,12
Bruschetta Trio,1,12.5,2026-02-13 12:16:00,ORD-00726,Friday,12
Panna Cotta,1,10.0,2026-02-13 12:22:00,ORD-00726,Friday,12
Prosciutto e Rucola,2,40.0,2026-02-13 12:28:00,ORD-00727,Friday,12
House Red Wine,1,12.0,2026-02-13 12:47:00,ORD-00727,Friday,12
Panna Cotta,1,10.0,2026-02-13 12:21:00,ORD-00727,Friday,12
Cappuccino,1,5.5,2026-02-13 12:38:00,ORD-00728,Friday,12
Eggplant Parmigiana,1,18.0,2026-02-13 12:19:00,ORD-00728,Friday,12
Carpaccio di Manzo,1,17.0,2026-02-13 12:50:00,ORD-00728,Friday,12
Chicken Parmigiana,1,24.0,2026-02-13 12:49:00,ORD-00729,Friday,12
Affogato,1,8.0,2026-02-13 12:06:00,ORD-00729,Friday,12
Diavola Pizza,1,18.0,2026-02-13 12:27:00,ORD-00729,Friday,12
Limoncello,1,9.0,2026-02-13 12:05:00,ORD-00729,Friday,12
Burrata Caprese,1,16.0,2026-02-13 12:43:00,ORD-00730,Friday,12
Rigatoni Bolognese,1,20.0,2026-02-13 12:37:00,ORD-00730,Friday,12
Tiramisu,1,12.0,2026-02-13 12:49:00,ORD-00730,Friday,12
Cappuccino,1,5.5,2026-02-13 12:16:00,ORD-00730,Friday,12
Arancini,1,11.0,2026-02-13 12:10:00,ORD-00731,Friday,12
Carpaccio di Manzo,1,17.0,2026-02-13 12:08:00,ORD-00731,Friday,12
Chocolate Lava Cake,1,13.0,2026-02-13 12:29:00,ORD-00731,Friday,12
Penne Arrabbiata,1,16.0,2026-02-13 12:13:00,ORD-00732,Friday,12
Insalata Mista,1,11.0,2026-02-13 12:02:00,ORD-00732,Friday,12
Affogato,1,8.0,2026-02-13 12:35:00,ORD-00732,Friday,12
Linguine alle Vongole,1,22.0,2026-02-13 13:07:00,ORD-00733,Friday,13
House Red Wine,1,12.0,2026-02-13 13:23:00,ORD-00733,Friday,13
Burrata Caprese,1,16.0,2026-02-13 13:37:00,ORD-00734,Friday,13
Rigatoni Bolognese,1,20.0,2026-02-13 13:59:00,ORD-00734,Friday,13
Tiramisu,2,24.0,2026-02-13 13:56:00,ORD-00734,Friday,13
Caesar Salad,1,13.0,2026-02-13 13:35:00,ORD-00735,Friday,13
Chicken Parmigiana,1,24.0,2026-02-13 13:55:00,ORD-00735,Friday,13
Espresso,1,4.0,2026-02-13 13:30:00,ORD-00735,Friday,13
Eggplant Parmigiana,1,18.0,2026-02-13 13:38:00,ORD-00736,Friday,13
House Red Wine,1,12.0,2026-02-13 13:08:00,ORD-00736,Friday,13
Panna Cotta,1,10.0,2026-02-13 13:29:00,ORD-00736,Friday,13
Cacio e Pepe,1,17.0,2026-02-13 13:57:00,ORD-00737,Friday,13
Spaghetti Carbonara,1,19.0,2026-02-13 13:34:00,ORD-00737,Friday,13
Fettuccine Alfredo,1,18.0,2026-02-13 13:42:00,ORD-00737,Friday,13
Arancini,1,11.0,2026-02-13 13:35:00,ORD-00738,Friday,13
Prosciutto e Rucola,1,20.0,2026-02-13 13:41:00,ORD-00738,Friday,13
Veal Piccata,1,29.0,2026-02-13 13:12:00,ORD-00738,Friday,13
Affogato,1,8.0,2026-02-13 13:32:00,ORD-00739,Friday,13
Chocolate Lava Cake,2,26.0,2026-02-13 13:07:00,ORD-00739,Friday,13
Caesar Salad,1,13.0,2026-02-13 13:37:00,ORD-00740,Friday,13
Limoncello,1,9.0,2026-02-13 13:51:00,ORD-00740,Friday,13
Affogato,1,8.0,2026-02-13 13:20:00,ORD-00740,Friday,13
Veal Piccata,2,58.0,2026-02-13 13:20:00,ORD-00741,Friday,13
Limoncello,1,9.0,2026-02-13 13:05:00,ORD-00741,Friday,13
Bruschetta Trio,1,12.5,2026-02-13 13:05:00,ORD-00742,Friday,13
Spaghetti Carbonara,1,19.0,2026-02-13 13:26:00,ORD-00742,Friday,13
House Red Wine,1,12.0,2026-02-13 13:03:00,ORD-00742,Friday,13
Chocolate Lava Cake,1,13.0,2026-02-13 13:20:00,ORD-00742,Friday,13
Penne Arrabbiata,1,16.0,2026-02-13 13:57:00,ORD-00743,Friday,13
Insalata Mista,1,11.0,2026-02-13 13:24:00,ORD-00743,Friday,13
Affogato,2,16.0,2026-02-13 13:57:00,ORD-00743,Friday,13
Cappuccino,1,5.5,2026-02-13 13:12:00,ORD-00743,Friday,13
Fettuccine Alfredo,1,18.0,2026-02-13 13:07:00,ORD-00744,Friday,13
Caesar Salad,1,13.0,2026-02-13 13:20:00,ORD-00744,Friday,13
Cappuccino,1,5.5,2026-02-13 13:26:00,ORD-00744,Friday,13
Panna Cotta,1,10.0,2026-02-13 13:01:00,ORD-00744,Friday,13
Cappuccino,1,5.5,2026-02-13 14:08:00,ORD-00745,Friday,14
Calamari Fritti,1,14.0,2026-02-13 14:26:00,ORD-00745,Friday,14
Chicken Parmigiana,1,24.0,2026-02-13 14:54:00,ORD-00745,Friday,14
Margherita Pizza,1,16.0,2026-02-13 14:13:00,ORD-00745,Friday,14
Cappuccino,2,11.0,2026-02-13 14:58:00,ORD-00746,Friday,14
Chocolate Lava Cake,1,13.0,2026-02-13 14:02:00,ORD-00746,Friday,14
