menu_item_name,quantity,total_price,order_id,sale_date,hour_of_day
Classic Burger,1,9.99,ORD-6361,2025-12-23,17
Bacon Cheeseburger,1,12.49,ORD-6361,2025-12-23,17
Chicken Burger,1,10.99,ORD-6362,2025-12-23,12
Milkshake,1,5.99,ORD-6362,2025-12-23,12
Coleslaw,1,2.99,ORD-6362,2025-12-23,12
Mushroom Swiss Burger,1,11.99,ORD-6363,2025-12-23,18
Soft Drink,1,2.49,ORD-6363,2025-12-23,18
BBQ Burger,1,12.99,ORD-6364,2025-12-23,21
Bacon Cheeseburger,1,12.49,ORD-6364,2025-12-23,21
Classic Burger,1,9.99,ORD-6365,2025-12-23,12
Classic Fries,1,3.99,ORD-6365,2025-12-23,12
Soft Drink,1,2.49,ORD-6365,2025-12-23,12
Classic Burger,1,9.99,ORD-6366,2025-12-23,12
Classic Fries,1,3.99,ORD-6366,2025-12-23,12
Soft Drink,1,2.49,ORD-6366,2025-12-23,12
Classic Burger,1,9.99,ORD-6367,2025-12-23,19
Classic Fries,1,3.99,ORD-6367,2025-12-23,19
Soft Drink,1,2.49,ORD-6367,2025-12-23,19
Chicken Burger,1,10.99,ORD-6368,2025-12-23,19
Classic Combo,1,13.99,ORD-6369,2025-12-23,12
Brownie,1,4.49,ORD-6369,2025-12-23,12
Classic Burger,1,9.99,ORD-6370,2025-12-23,16
Classic Fries,1,3.99,ORD-6370,2025-12-23,16
Soft Drink,1,2.49,ORD-6370,2025-12-23,16
Craft Beer,1,6.99,ORD-6371,2025-12-23,13
Classic Burger,1,9.99,ORD-6371,2025-12-23,13
Classic Combo,1,13.99,ORD-6372,2025-12-23,17
Brownie,1,4.49,ORD-6372,2025-12-23,17
BBQ Combo,1,15.99,ORD-6373,2025-12-23,12
Soft Drink,1,2.49,ORD-6374,2025-12-23,18
Coleslaw,1,2.99,ORD-6374,2025-12-23,18
Bacon Cheeseburger,1,12.49,ORD-6375,2025-12-23,12
Onion Rings,1,4.49,ORD-6375,2025-12-23,12
Craft Beer,1,6.99,ORD-6375,2025-12-23,12
Classic Fries,1,3.99,ORD-6376,2025-12-23,13
Chicken Burger,1,10.99,ORD-6376,2025-12-23,13
Chicken Burger,1,10.99,ORD-6376,2025-12-23,13
Classic Burger,1,9.99,ORD-6377,2025-12-23,19
Bacon Cheeseburger,1,12.49,ORD-6378,2025-12-23,18
Onion Rings,1,4.49,ORD-6378,2025-12-23,18
Craft Beer,1,6.99,ORD-6378,2025-12-23,18
Veggie Burger,1,10.49,ORD-6379,2025-12-23,19
Coleslaw,1,2.99,ORD-6379,2025-12-23,19
Lemonade,1,3.49,ORD-6379,2025-12-23,19
Veggie Burger,1,10.49,ORD-6380,2025-12-23,18
Coleslaw,1,2.99,ORD-6380,2025-12-23,18
Lemonade,1,3.49,ORD-6380,2025-12-23,18
Milkshake,1,5.99,ORD-6381,2025-12-23,12
Milkshake,1,5.99,ORD-6381,2025-12-23,12
Kids Meal,1,6.99,ORD-6381,2025-12-23,12
BBQ Burger,1,12.99,ORD-6382,2025-12-23,21
Cheesecake Slice,1,5.99,ORD-6383,2025-12-23,17
BBQ Burger,1,12.99,ORD-6383,2025-12-23,17
Chicken Combo,1,13.49,ORD-6384,2025-12-23,11
Classic Burger,1,9.99,ORD-6384,2025-12-23,11
Mushroom Swiss Burger,1,11.99,ORD-6385,2025-12-23,20
Classic Fries,1,3.99,ORD-6385,2025-12-23,20
Classic Combo,1,13.99,ORD-6386,2025-12-23,18
Veggie Burger,1,10.49,ORD-6386,2025-12-23,18
Classic Combo,1,13.99,ORD-6386,2025-12-23,18
Classic Burger,1,9.99,ORD-6387,2025-12-23,17
Classic Fries,1,3.99,ORD-6387,2025-12-23,17
Soft Drink,1,2.49,ORD-6387,2025-12-23,17
Milkshake,1,5.99,ORD-6388,2025-12-24,14
Bacon Cheeseburger,1,12.49,ORD-6388,2025-12-24,14
Bacon Cheeseburger,1,12.49,ORD-6389,2025-12-24,15
Onion Rings,1,4.49,ORD-6389,2025-12-24,15
Craft Beer,1,6.99,ORD-6389,2025-12-24,15
Classic Burger,1,9.99,ORD-6390,2025-12-24,12
Classic Fries,1,3.99,ORD-6390,2025-12-24,12
Double Stack,1,14.99,ORD-6390,2025-12-24,12
Milkshake,1,5.99,ORD-6391,2025-12-24,12
Soft Drink,1,2.49,ORD-6392,2025-12-24,12
Bacon Cheeseburger,1,12.49,ORD-6392,2025-12-24,12
Classic Burger,1,9.99,ORD-6392,2025-12-24,12
Veggie Burger,1,10.49,ORD-6393,2025-12-24,15
Coleslaw,1,2.99,ORD-6393,2025-12-24,15
Lemonade,1,3.49,ORD-6393,2025-12-24,15
Brownie,1,4.49,ORD-6394,2025-12-24,18
Chicken Combo,1,13.49,ORD-6394,2025-12-24,18
Classic Combo,1,13.99,ORD-6395,2025-12-24,11
Brownie,1,4.49,ORD-6395,2025-12-24,11
Double Stack,1,14.99,ORD-6396,2025-12-24,18
Classic Fries,1,3.99,ORD-6396,2025-12-24,18
Soft Drink,1,2.49,ORD-6396,2025-12-24,18
Chicken Combo,1,13.49,ORD-6397,2025-12-24,12
Classic Fries,1,3.99,ORD-6397,2025-12-24,12
Ice Cream Sundae,1,4.99,ORD-6397,2025-12-24,12
Classic Fries,1,3.99,ORD-6398,2025-12-24,20
Milkshake,1,5.99,ORD-6399,2025-12-24,20
Loaded Nachos,1,7.99,ORD-6399,2025-12-24,20
Classic Burger,1,9.99,ORD-6399,2025-12-24,20
Double Stack,1,14.99,ORD-6400,2025-12-24,18
Classic Fries,1,3.99,ORD-6400,2025-12-24,18
Soft Drink,1,2.49,ORD-6400,2025-12-24,18
Classic Burger,1,9.99,ORD-6401,2025-12-24,11
Classic Fries,1,3.99,ORD-6401,2025-12-24,11
Soft Drink,1,2.49,ORD-6401,2025-12-24,11
Classic Burger,1,9.99,ORD-6402,2025-12-24,20
Classic Fries,1,3.99,ORD-6402,2025-12-24,20
Soft Drink,1,2.49,ORD-6402,2025-12-24,20
Classic Combo,1,13.99,ORD-6403,2025-12-24,19
Brownie,1,4.49,ORD-6403,2025-12-24,19
Classic Burger,1,9.99,ORD-6404,2025-12-24,13
Craft Beer,1,6.99,ORD-6404,2025-12-24,13
Classic Burger,1,9.99,ORD-6404,2025-12-24,13
Soft Drink,1,2.49,ORD-6405,2025-12-24,18
Soft Drink,1,2.49,ORD-6405,2025-12-24,18
BBQ Burger,1,12.99,ORD-6406,2025-12-24,12
Classic Burger,1,9.99,ORD-6407,2025-12-24,13
Sweet Potato Fries,1,4.99,ORD-6408,2025-12-24,18
Veggie Burger,1,10.49,ORD-6409,2025-12-24,17
Classic Fries,1,3.99,ORD-6409,2025-12-24,17
Double Stack,1,14.99,ORD-6410,2025-12-24,13
Classic Fries,1,3.99,ORD-6410,2025-12-24,13
Soft Drink,1,2.49,ORD-6410,2025-12-24,13
Veggie Burger,1,10.49,ORD-6411,2025-12-24,11
Sweet Potato Fries,1,4.99,ORD-6412,2025-12-24,14
Classic Combo,1,13.99,ORD-6413,2025-12-24,17
Brownie,1,4.49,ORD-6413,2025-12-24,17
Classic Fries,1,3.99,ORD-6414,2025-12-24,17
Bacon Cheeseburger,1,12.49,ORD-6415,2025-12-24,13
Veggie Burger,1,10.49,ORD-6415,2025-12-24,13
Bacon Cheeseburger,1,12.49,ORD-6416,2025-12-24,15
Onion Rings,1,4.49,ORD-6416,2025-12-24,15
Craft Beer,1,6.99,ORD-6416,2025-12-24,15
Classic Burger,1,9.99,ORD-6417,2025-12-24,11
Classic Fries,1,3.99,ORD-6417,2025-12-24,11
Soft Drink,1,2.49,ORD-6417,2025-12-24,11
Classic Burger,1,9.99,ORD-6418,2025-12-24,16
Classic Fries,1,3.99,ORD-6418,2025-12-24,16
Soft Drink,1,2.49,ORD-6418,2025-12-24,16
Classic Combo,1,13.99,ORD-6419,2025-12-24,21
Brownie,1,4.49,ORD-6419,2025-12-24,21
Milkshake,1,5.99,ORD-6420,2025-12-24,12
Mac and Cheese,1,5.99,ORD-6421,2025-12-24,14
Classic Burger,1,9.99,ORD-6422,2025-12-24,17
Classic Fries,1,3.99,ORD-6422,2025-12-24,17
Soft Drink,1,2.49,ORD-6422,2025-12-24,17
Ice Cream Sundae,1,4.99,ORD-6423,2025-12-24,20
Craft Beer,1,6.99,ORD-6423,2025-12-24,20
BBQ Burger,1,12.99,ORD-6423,2025-12-24,20
Brownie,1,4.49,ORD-6424,2025-12-24,17
Ice Cream Sundae,1,4.99,ORD-6424,2025-12-24,17
Brownie,1,4.49,ORD-6425,2025-12-24,20
Cheesecake Slice,1,5.99,ORD-6425,2025-12-24,20
Bacon Cheeseburger,1,12.49,ORD-6425,2025-12-24,20
Brownie,1,4.49,ORD-6426,2025-12-24,11
Bacon Cheeseburger,1,12.49,ORD-6427,2025-12-24,18
Onion Rings,1,4.49,ORD-6427,2025-12-24,18
Craft Beer,1,6.99,ORD-6427,2025-12-24,18
Classic Burger,1,9.99,ORD-6428,2025-12-24,16
Classic Fries,1,3.99,ORD-6428,2025-12-24,16
Soft Drink,1,2.49,ORD-6428,2025-12-24,16
Veggie Burger,1,10.49,ORD-6429,2025-12-24,14
BBQ Combo,1,15.99,ORD-6430,2025-12-24,14
Milkshake,1,5.99,ORD-6431,2025-12-24,16
Onion Rings,1,4.49,ORD-6432,2025-12-24,11
Craft Beer,1,6.99,ORD-6433,2025-12-24,18
Classic Combo,1,13.99,ORD-6433,2025-12-24,18
Soft Drink,1,2.49,ORD-6433,2025-12-24,18
Craft Beer,1,6.99,ORD-6434,2025-12-24,13
BBQ Combo,1,15.99,ORD-6434,2025-12-24,13
Sweet Potato Fries,1,4.99,ORD-6435,2025-12-24,17
Milkshake,1,5.99,ORD-6435,2025-12-24,17
Chicken Burger,1,10.99,ORD-6436,2025-12-25,12
Loaded Nachos,1,7.99,ORD-6436,2025-12-25,12
Classic Combo,1,13.99,ORD-6436,2025-12-25,12
Classic Burger,1,9.99,ORD-6437,2025-12-25,21
Classic Fries,1,3.99,ORD-6437,2025-12-25,21
Soft Drink,1,2.49,ORD-6437,2025-12-25,21
Veggie Burger,1,10.49,ORD-6438,2025-12-25,18
Coleslaw,1,2.99,ORD-6438,2025-12-25,18
Lemonade,1,3.49,ORD-6438,2025-12-25,18
Bacon Cheeseburger,1,12.49,ORD-6439,2025-12-25,19
Onion Rings,1,4.49,ORD-6439,2025-12-25,19
Craft Beer,1,6.99,ORD-6439,2025-12-25,19
Lemonade,1,3.49,ORD-6440,2025-12-25,19
Mac and Cheese,1,5.99,ORD-6441,2025-12-25,17
Soft Drink,1,2.49,ORD-6441,2025-12-25,17
Bacon Cheeseburger,1,12.49,ORD-6442,2025-12-25,16
Onion Rings,1,4.49,ORD-6442,2025-12-25,16
Craft Beer,1,6.99,ORD-6442,2025-12-25,16
BBQ Burger,1,12.99,ORD-6443,2025-12-25,17
Mac and Cheese,1,5.99,ORD-6443,2025-12-25,17
BBQ Burger,1,12.99,ORD-6444,2025-12-25,20
BBQ Burger,1,12.99,ORD-6445,2025-12-25,19
Sweet Potato Fries,1,4.99,ORD-6445,2025-12-25,19
Milkshake,1,5.99,ORD-6445,2025-12-25,19
Ice Cream Sundae,1,4.99,ORD-6446,2025-12-25,19
Mac and Cheese,1,5.99,ORD-6446,2025-12-25,19
Classic Fries,1,3.99,ORD-6447,2025-12-25,13
BBQ Combo,1,15.99,ORD-6447,2025-12-25,13
Bacon Cheeseburger,1,12.49,ORD-6448,2025-12-25,18
Bacon Cheeseburger,1,12.49,ORD-6449,2025-12-25,12
Onion Rings,1,4.49,ORD-6449,2025-12-25,12
Craft Beer,1,6.99,ORD-6449,2025-12-25,12
Classic Combo,1,13.99,ORD-6450,2025-12-25,12
Brownie,1,4.49,ORD-6450,2025-12-25,12
Bacon Cheeseburger,1,12.49,ORD-6451,2025-12-25,17
Onion Rings,1,4.49,ORD-6451,2025-12-25,17
Craft Beer,1,6.99,ORD-6451,2025-12-25,17
Loaded Nachos,1,7.99,ORD-6452,2025-12-25,17
Classic Fries,1,3.99,ORD-6452,2025-12-25,17
Lemonade,1,3.49,ORD-6452,2025-12-25,17
Classic Fries,1,3.99,ORD-6453,2025-12-25,15
Classic Combo,1,13.99,ORD-6454,2025-12-25,18
Sweet Potato Fries,1,4.99,ORD-6455,2025-12-25,17
Soft Drink,1,2.49,ORD-6455,2025-12-25,17
Ice Cream Sundae,1,4.99,ORD-6455,2025-12-25,17
Cheesecake Slice,1,5.99,ORD-6456,2025-12-25,18
Bacon Cheeseburger,1,12.49,ORD-6456,2025-12-25,18
Sweet Potato Fries,1,4.99,ORD-6457,2025-12-25,11
BBQ Combo,1,15.99,ORD-6457,2025-12-25,11
Bacon Cheeseburger,1,12.49,ORD-6457,2025-12-25,11
Classic Burger,1,9.99,ORD-6458,2025-12-25,13
BBQ Burger,1,12.99,ORD-6459,2025-12-25,14
Sweet Potato Fries,1,4.99,ORD-6459,2025-12-25,14
Milkshake,1,5.99,ORD-6459,2025-12-25,14
Soft Drink,1,2.49,ORD-6460,2025-12-25,11
Loaded Nachos,1,7.99,ORD-6460,2025-12-25,11
Bacon Cheeseburger,1,12.49,ORD-6461,2025-12-25,16
Onion Rings,1,4.49,ORD-6461,2025-12-25,16
Craft Beer,1,6.99,ORD-6461,2025-12-25,16
Classic Burger,1,9.99,ORD-6462,2025-12-25,21
Classic Fries,1,3.99,ORD-6462,2025-12-25,21
Soft Drink,1,2.49,ORD-6462,2025-12-25,21
Classic Fries,1,3.99,ORD-6463,2025-12-25,19
Iced Tea,1,2.99,ORD-6463,2025-12-25,19
Cheesecake Slice,1,5.99,ORD-6464,2025-12-25,18
Double Stack,1,14.99,ORD-6465,2025-12-25,18
Classic Combo,1,13.99,ORD-6466,2025-12-25,13
Brownie,1,4.49,ORD-6466,2025-12-25,13
BBQ Burger,1,12.99,ORD-6467,2025-12-25,21
Sweet Potato Fries,1,4.99,ORD-6467,2025-12-25,21
Milkshake,1,5.99,ORD-6467,2025-12-25,21
Classic Burger,1,9.99,ORD-6468,2025-12-25,13
Classic Fries,1,3.99,ORD-6468,2025-12-25,13
Soft Drink,1,2.49,ORD-6468,2025-12-25,13
Bacon Cheeseburger,1,12.49,ORD-6469,2025-12-25,15
Soft Drink,1,2.49,ORD-6469,2025-12-25,15
Bacon Cheeseburger,1,12.49,ORD-6470,2025-12-25,18
Onion Rings,1,4.49,ORD-6470,2025-12-25,18
Craft Beer,1,6.99,ORD-6470,2025-12-25,18
Classic Burger,1,9.99,ORD-6471,2025-12-25,13
Milkshake,1,5.99,ORD-6471,2025-12-25,13
Double Stack,1,14.99,ORD-6472,2025-12-25,17
Classic Fries,1,3.99,ORD-6472,2025-12-25,17
Soft Drink,1,2.49,ORD-6472,2025-12-25,17
Brownie,1,4.49,ORD-6473,2025-12-25,12
Classic Burger,1,9.99,ORD-6473,2025-12-25,12
Classic Fries,1,3.99,ORD-6473,2025-12-25,12
Soft Drink,1,2.49,ORD-6474,2025-12-25,15
BBQ Burger,1,12.99,ORD-6475,2025-12-25,18
Bacon Cheeseburger,1,12.49,ORD-6475,2025-12-25,18
Classic Combo,1,13.99,ORD-6475,2025-12-25,18
Mushroom Swiss Burger,1,11.99,ORD-6476,2025-12-25,17
Classic Fries,1,3.99,ORD-6476,2025-12-25,17
Classic Burger,1,9.99,ORD-6476,2025-12-25,17
Classic Fries,1,3.99,ORD-6477,2025-12-25,16
BBQ Burger,1,12.99,ORD-6477,2025-12-25,16
Onion Rings,1,4.49,ORD-6477,2025-12-25,16
Veggie Burger,1,10.49,ORD-6478,2025-12-25,18
Classic Burger,1,9.99,ORD-6479,2025-12-25,12
Bacon Cheeseburger,1,12.49,ORD-6479,2025-12-25,12
Classic Burger,1,9.99,ORD-6480,2025-12-25,12
Cheesecake Slice,1,5.99,ORD-6480,2025-12-25,12
BBQ Burger,1,12.99,ORD-6481,2025-12-25,16
Sweet Potato Fries,1,4.99,ORD-6481,2025-12-25,16
Milkshake,1,5.99,ORD-6481,2025-12-25,16
BBQ Burger,1,12.99,ORD-6482,2025-12-25,13
Sweet Potato Fries,1,4.99,ORD-6482,2025-12-25,13
Milkshake,1,5.99,ORD-6482,2025-12-25,13
Sweet Potato Fries,1,4.99,ORD-6483,2025-12-25,13
Onion Rings,1,4.49,ORD-6483,2025-12-25,13
Loaded Nachos,1,7.99,ORD-6484,2025-12-25,12
Cheesecake Slice,1,5.99,ORD-6485,2025-12-25,12
Mac and Cheese,1,5.99,ORD-6485,2025-12-25,12
BBQ Burger,1,12.99,ORD-6486,2025-12-25,12
Cheesecake Slice,1,5.99,ORD-6486,2025-12-25,12
Craft Beer,1,6.99,ORD-6487,2025-12-25,15
Classic Burger,1,9.99,ORD-6488,2025-12-25,17
Classic Fries,1,3.99,ORD-6488,2025-12-25,17
Soft Drink,1,2.49,ORD-6488,2025-12-25,17
Classic Combo,1,13.99,ORD-6489,2025-12-25,18
Soft Drink,1,2.49,ORD-6489,2025-12-25,18
Chicken Burger,1,10.99,ORD-6490,2025-12-25,12
Classic Combo,1,13.99,ORD-6490,2025-12-25,12
Classic Burger,1,9.99,ORD-6491,2025-12-25,11
Classic Fries,1,3.99,ORD-6491,2025-12-25,11
Soft Drink,1,2.49,ORD-6491,2025-12-25,11
Classic Burger,1,9.99,ORD-6492,2025-12-25,12
Classic Fries,1,3.99,ORD-6492,2025-12-25,12
Double Stack,1,14.99,ORD-6493,2025-12-25,13
Classic Fries,1,3.99,ORD-6493,2025-12-25,13
Soft Drink,1,2.49,ORD-6493,2025-12-25,13
Classic Burger,1,9.99,ORD-6494,2025-12-25,18
Classic Fries,1,3.99,ORD-6494,2025-12-25,18
Soft Drink,1,2.49,ORD-6494,2025-12-25,18
Classic Burger,1,9.99,ORD-6495,2025-12-25,12
Classic Fries,1,3.99,ORD-6495,2025-12-25,12
Soft Drink,1,2.49,ORD-6496,2025-12-25,20
BBQ Burger,1,12.99,ORD-6496,2025-12-25,20
Mushroom Swiss Burger,1,11.99,ORD-6497,2025-12-25,12
Classic Combo,1,13.99,ORD-6498,2025-12-25,18
BBQ Burger,1,12.99,ORD-6499,2025-12-26,19
BBQ Burger,1,12.99,ORD-6500,2025-12-26,18
Sweet Potato Fries,1,4.99,ORD-6500,2025-12-26,18
Milkshake,1,5.99,ORD-6500,2025-12-26,18
Classic Combo,1,13.99,ORD-6501,2025-12-26,17
Brownie,1,4.49,ORD-6501,2025-12-26,17
Sweet Potato Fries,1,4.99,ORD-6502,2025-12-26,11
Sweet Potato Fries,1,4.99,ORD-6503,2025-12-26,18
Classic Burger,1,9.99,ORD-6504,2025-12-26,12
Classic Fries,1,3.99,ORD-6504,2025-12-26,12
Soft Drink,1,2.49,ORD-6504,2025-12-26,12
Bacon Cheeseburger,1,12.49,ORD-6505,2025-12-26,11
Ice Cream Sundae,1,4.99,ORD-6506,2025-12-26,15
BBQ Burger,1,12.99,ORD-6507,2025-12-26,17
Sweet Potato Fries,1,4.99,ORD-6507,2025-12-26,17
Milkshake,1,5.99,ORD-6508,2025-12-26,14
Soft Drink,1,2.49,ORD-6508,2025-12-26,14
Mac and Cheese,1,5.99,ORD-6509,2025-12-26,12
Veggie Burger,1,10.49,ORD-6509,2025-12-26,12
Chicken Combo,1,13.49,ORD-6510,2025-12-26,17
Classic Fries,1,3.99,ORD-6510,2025-12-26,17
Onion Rings,1,4.49,ORD-6510,2025-12-26,17
Classic Combo,1,13.99,ORD-6511,2025-12-26,16
Classic Burger,1,9.99,ORD-6511,2025-12-26,16
Ice Cream Sundae,1,4.99,ORD-6512,2025-12-26,13
Bacon Cheeseburger,1,12.49,ORD-6512,2025-12-26,13
Chicken Burger,1,10.99,ORD-6513,2025-12-26,14
Cheesecake Slice,1,5.99,ORD-6513,2025-12-26,14
Classic Burger,1,9.99,ORD-6514,2025-12-26,13
Onion Rings,1,4.49,ORD-6514,2025-12-26,13
Classic Burger,1,9.99,ORD-6515,2025-12-26,12
Classic Fries,1,3.99,ORD-6515,2025-12-26,12
Soft Drink,1,2.49,ORD-6515,2025-12-26,12
Chicken Burger,1,10.99,ORD-6516,2025-12-26,18
Classic Fries,1,3.99,ORD-6516,2025-12-26,18
Iced Tea,1,2.99,ORD-6516,2025-12-26,18
Chicken Burger,1,10.99,ORD-6517,2025-12-26,17
Classic Fries,1,3.99,ORD-6517,2025-12-26,17
Iced Tea,1,2.99,ORD-6517,2025-12-26,17
Classic Burger,1,9.99,ORD-6518,2025-12-26,13
BBQ Combo,1,15.99,ORD-6519,2025-12-26,20
Veggie Burger,1,10.49,ORD-6519,2025-12-26,20
Classic Burger,1,9.99,ORD-6520,2025-12-26,14
Classic Burger,1,9.99,ORD-6521,2025-12-26,12
Classic Fries,1,3.99,ORD-6521,2025-12-26,12
Soft Drink,1,2.49,ORD-6521,2025-12-26,12
Onion Rings,1,4.49,ORD-6522,2025-12-26,11
Classic Fries,1,3.99,ORD-6522,2025-12-26,11
Veggie Burger,1,10.49,ORD-6523,2025-12-26,15
Coleslaw,1,2.99,ORD-6523,2025-12-26,15
Lemonade,1,3.49,ORD-6523,2025-12-26,15
Iced Tea,1,2.99,ORD-6524,2025-12-26,19
Milkshake,1,5.99,ORD-6524,2025-12-26,19
Mushroom Swiss Burger,1,11.99,ORD-6525,2025-12-26,21
Classic Burger,1,9.99,ORD-6526,2025-12-26,19
Onion Rings,1,4.49,ORD-6526,2025-12-26,19
Classic Burger,1,9.99,ORD-6527,2025-12-26,12
Classic Fries,1,3.99,ORD-6527,2025-12-26,12
Soft Drink,1,2.49,ORD-6527,2025-12-26,12
Classic Fries,1,3.99,ORD-6528,2025-12-26,20
Sweet Potato Fries,1,4.99,ORD-6528,2025-12-26,20
BBQ Burger,1,12.99,ORD-6528,2025-12-26,20
Classic Burger,1,9.99,ORD-6529,2025-12-26,17
Classic Combo,1,13.99,ORD-6529,2025-12-26,17
Mac and Cheese,1,5.99,ORD-6530,2025-12-26,11
Classic Fries,1,3.99,ORD-6530,2025-12-26,11
Classic Burger,1,9.99,ORD-6530,2025-12-26,11
Classic Combo,1,13.99,ORD-6531,2025-12-26,18
Bacon Cheeseburger,1,12.49,ORD-6531,2025-12-26,18
Iced Tea,1,2.99,ORD-6531,2025-12-26,18
Classic Burger,1,9.99,ORD-6532,2025-12-26,19
Classic Fries,1,3.99,ORD-6532,2025-12-26,19
Soft Drink,1,2.49,ORD-6532,2025-12-26,19
Ice Cream Sundae,1,4.99,ORD-6533,2025-12-26,11
Classic Combo,1,13.99,ORD-6534,2025-12-26,17
Double Stack,1,14.99,ORD-6535,2025-12-26,13
Classic Fries,1,3.99,ORD-6535,2025-12-26,13
Soft Drink,1,2.49,ORD-6535,2025-12-26,13
Veggie Burger,1,10.49,ORD-6536,2025-12-26,12
BBQ Burger,1,12.99,ORD-6537,2025-12-26,16
Sweet Potato Fries,1,4.99,ORD-6537,2025-12-26,16
Milkshake,1,5.99,ORD-6537,2025-12-26,16
Chicken Burger,1,10.99,ORD-6538,2025-12-26,19
BBQ Combo,1,15.99,ORD-6539,2025-12-26,11
Milkshake,1,5.99,ORD-6539,2025-12-26,11
Double Stack,1,14.99,ORD-6540,2025-12-26,17
Classic Fries,1,3.99,ORD-6540,2025-12-26,17
Soft Drink,1,2.49,ORD-6540,2025-12-26,17
Classic Burger,1,9.99,ORD-6541,2025-12-26,19
Chicken Combo,1,13.49,ORD-6541,2025-12-26,19
Classic Combo,1,13.99,ORD-6542,2025-12-26,16
Onion Rings,1,4.49,ORD-6543,2025-12-26,19
Sweet Potato Fries,1,4.99,ORD-6543,2025-12-26,19
Classic Fries,1,3.99,ORD-6543,2025-12-26,19
Double Stack,1,14.99,ORD-6544,2025-12-26,11
Classic Fries,1,3.99,ORD-6544,2025-12-26,11
Soft Drink,1,2.49,ORD-6544,2025-12-26,11
Classic Burger,1,9.99,ORD-6545,2025-12-26,19
Classic Fries,1,3.99,ORD-6545,2025-12-26,19
Soft Drink,1,2.49,ORD-6545,2025-12-26,19
Classic Burger,1,9.99,ORD-6546,2025-12-26,16
Classic Fries,1,3.99,ORD-6546,2025-12-26,16
Soft Drink,1,2.49,ORD-6546,2025-12-26,16
Classic Burger,1,9.99,ORD-6547,2025-12-26,12
Chicken Burger,1,10.99,ORD-6548,2025-12-26,17
Classic Fries,1,3.99,ORD-6548,2025-12-26,17
Iced Tea,1,2.99,ORD-6548,2025-12-26,17
Lemonade,1,3.49,ORD-6549,2025-12-26,16
Double Stack,1,14.99,ORD-6549,2025-12-26,16
BBQ Burger,1,12.99,ORD-6550,2025-12-26,13
Sweet Potato Fries,1,4.99,ORD-6550,2025-12-26,13
Milkshake,1,5.99,ORD-6550,2025-12-26,13
Chicken Burger,1,10.99,ORD-6551,2025-12-26,16
Mac and Cheese,1,5.99,ORD-6551,2025-12-26,16
Bacon Cheeseburger,1,12.49,ORD-6552,2025-12-26,18
Onion Rings,1,4.49,ORD-6552,2025-12-26,18
Craft Beer,1,6.99,ORD-6552,2025-12-26,18
Bacon Cheeseburger,1,12.49,ORD-6553,2025-12-27,11
Onion Rings,1,4.49,ORD-6553,2025-12-27,11
Craft Beer,1,6.99,ORD-6553,2025-12-27,11
Double Stack,1,14.99,ORD-6554,2025-12-27,18
Classic Fries,1,3.99,ORD-6554,2025-12-27,18
Soft Drink,1,2.49,ORD-6554,2025-12-27,18
Bacon Cheeseburger,1,12.49,ORD-6555,2025-12-27,11
Onion Rings,1,4.49,ORD-6555,2025-12-27,11
Craft Beer,1,6.99,ORD-6555,2025-12-27,11
Classic Burger,1,9.99,ORD-6556,2025-12-27,17
Veggie Burger,1,10.49,ORD-6557,2025-12-27,13
Coleslaw,1,2.99,ORD-6557,2025-12-27,13
Lemonade,1,3.49,ORD-6557,2025-12-27,13
Classic Burger,1,9.99,ORD-6558,2025-12-27,19
Classic Fries,1,3.99,ORD-6558,2025-12-27,19
Soft Drink,1,2.49,ORD-6558,2025-12-27,19
Classic Burger,1,9.99,ORD-6559,2025-12-27,21
Classic Fries,1,3.99,ORD-6559,2025-12-27,21
Soft Drink,1,2.49,ORD-6559,2025-12-27,21
Loaded Nachos,1,7.99,ORD-6560,2025-12-27,15
Brownie,1,4.49,ORD-6561,2025-12-27,18
Chicken Combo,1,13.49,ORD-6562,2025-12-27,13
Classic Combo,1,13.99,ORD-6562,2025-12-27,13
BBQ Burger,1,12.99,ORD-6563,2025-12-27,15
Sweet Potato Fries,1,4.99,ORD-6563,2025-12-27,15
Milkshake,1,5.99,ORD-6563,2025-12-27,15
Classic Burger,1,9.99,ORD-6564,2025-12-27,21
Classic Fries,1,3.99,ORD-6564,2025-12-27,21
Soft Drink,1,2.49,ORD-6564,2025-12-27,21
Bacon Cheeseburger,1,12.49,ORD-6565,2025-12-27,12
Bacon Cheeseburger,1,12.49,ORD-6565,2025-12-27,12
Double Stack,1,14.99,ORD-6566,2025-12-27,19
Classic Fries,1,3.99,ORD-6566,2025-12-27,19
Soft Drink,1,2.49,ORD-6566,2025-12-27,19
Classic Combo,1,13.99,ORD-6567,2025-12-27,18
Brownie,1,4.49,ORD-6567,2025-12-27,18
BBQ Burger,1,12.99,ORD-6568,2025-12-27,11
Classic Fries,1,3.99,ORD-6568,2025-12-27,11
Sweet Potato Fries,1,4.99,ORD-6568,2025-12-27,11
Chicken Burger,1,10.99,ORD-6569,2025-12-27,18
Classic Fries,1,3.99,ORD-6569,2025-12-27,18
Iced Tea,1,2.99,ORD-6569,2025-12-27,18
Classic Combo,1,13.99,ORD-6570,2025-12-27,18
Brownie,1,4.49,ORD-6570,2025-12-27,18
Classic Burger,1,9.99,ORD-6571,2025-12-27,18
Classic Fries,1,3.99,ORD-6571,2025-12-27,18
Soft Drink,1,2.49,ORD-6571,2025-12-27,18
